,Intensidad,Magnitud
3726,1.0,2.5
3727,1.0,2.5
3728,1.0,2.7
3729,1.0,3.1
3730,1.0,2.7
3731,1.0,3.4
3732,1.0,2.6
3733,1.0,2.8
3734,1.0,3.5
3735,1.0,2.9
3736,1.0,3.1
3737,1.0,2.5
3738,1.0,2.5
3739,1.0,2.5
3740,1.0,2.7
3741,1.0,2.8
3742,2.9,3.4
3743,2.9,2.6
3744,2.9,2.9
3745,3.4,3.2
3746,3.4,4.3
3747,3.4,2.6
3748,3.4,4.0
3749,3.4,3.9
3750,3.4,3.1
3751,3.4,3.2
3752,3.4,2.8
3753,3.4,4.5
3754,3.4,2.9
3755,3.4,2.6
3756,3.4,3.5
3757,3.4,3.2
3758,3.4,3.5
3759,3.4,4.0
3760,3.4,2.5
3761,3.4,2.7
3762,3.4,2.6
3763,3.9,3.4
3764,4.3,2.9
3765,4.3,3.3
3766,4.3,3.4
3767,4.3,3.7
3768,4.3,3.3
3769,4.3,2.9
3770,4.3,2.8
3771,4.3,2.7
3772,4.3,2.9
3773,4.3,2.7
3774,4.3,2.6
3775,4.3,2.5
3776,4.3,3.5
3777,4.3,2.5
3778,4.3,2.7
3779,5.3,4.0
3780,5.8,4.7
3781,6.3,5.4
3782,7.8,5.2
3783,3.3,4.7
3784,3.3,4.0
3785,3.3,2.5
3786,3.3,3.3
3787,3.8,2.7
3788,3.8,2.7
3789,3.8,3.6
3790,3.8,3.4
3791,3.8,4.3
3792,3.8,3.1
3793,3.8,2.9
3794,3.8,3.6
3795,3.8,2.8
3796,3.8,2.8
3797,3.8,3.2
3798,3.8,3.5
3799,3.8,3.3
3800,3.8,2.7
3801,3.8,3.6
3802,3.8,3.1
3803,3.8,2.6
3804,4.1,4.0
3805,4.1,2.5
3806,4.1,2.8
3807,4.1,4.3
3808,4.1,4.4
3809,4.1,3.2
3810,4.1,3.0
3811,4.1,3.6
3812,4.1,2.6
3813,4.1,3.7
3814,4.1,3.803475183
3815,4.1,4.1
3816,4.1,3.1
3817,4.1,3.4
3818,4.1,2.5
3819,4.6,2.7
3820,2.2,2.7
3821,2.2,3.4
3822,2.2,2.7
3823,2.2,2.9
3824,2.2,2.752444994
3825,2.2,3.1
3826,2.2,4.1
3827,2.2,2.9
3828,2.2,3.2
3829,2.2,3.3
3830,2.2,3.2
3831,2.2,3.1
3832,2.2,2.8
3833,2.2,3.5
3834,2.2,2.6
3835,2.2,2.8
3836,2.2,3.0
3837,2.2,2.6
3838,2.2,2.6
3839,2.2,2.6
3840,2.2,3.2
3841,2.2,4.093029702
3842,2.2,3.3
3843,2.2,3.9
3844,2.2,3.9
3845,2.2,3.0
3846,2.7,2.9
3847,2.7,4.1
3848,2.7,2.7
3849,2.7,3.0
3850,2.7,3.2
3851,2.7,3.4
3852,2.7,3.1
3853,2.7,4.0
3854,2.7,3.6
3855,2.7,2.5
3856,2.7,2.6
3857,2.7,3.2
3858,2.7,2.9
3859,2.7,2.9
3860,2.7,2.7
3861,2.7,2.7
3862,2.7,2.9
3863,2.7,2.9
3864,2.7,3.2
3865,2.7,3.8
3866,2.7,3.8
3867,3.2,2.7
3868,3.2,2.7
3869,3.2,2.6
3870,3.7,3.0
3871,3.7,3.1
3872,3.7,2.8
3873,4.9,3.3
3874,4.9,2.6
3875,4.9,2.6
3876,4.9,3.8
3877,5.4,3.0
3878,3.1,3.4
3879,3.1,3.7
3880,3.1,2.7
3881,3.1,2.8
3882,3.1,2.7
3883,3.1,3.0
3884,3.1,3.1
3885,3.1,3.2
3886,3.1,2.5
3887,3.1,2.7
3888,3.1,3.4
3889,3.1,3.2
3890,3.1,2.6
3891,3.1,3.1
3892,3.1,2.8
3893,3.1,3.0
3894,3.1,3.0
3895,3.1,3.3
3896,3.1,3.4
3897,3.1,2.5
3898,3.1,2.5
3899,3.1,2.5
3900,3.1,3.0
3901,3.1,2.7
3902,3.6,2.7
3903,3.6,3.1
3904,4.2,3.1
3905,4.2,3.5
3906,4.2,2.9
3907,4.7,3.6
3908,5.2,2.8
3909,0.0,4.0
3910,2.0,3.3
3911,2.0,3.9
3912,2.0,2.9
3913,2.0,4.7
3914,2.0,3.1
3915,2.0,4.4
3916,2.0,5.2
3917,2.0,4.6
3918,2.0,3.6
3919,2.0,4.6
3920,2.5,4.2
3921,2.5,4.8
3922,6.5,6.8
3923,1.0,2.9
3924,1.0,4.7
3925,1.0,4.0
3926,1.0,4.0
3927,1.0,3.8
3928,1.0,2.7
3929,1.0,4.5
3930,1.0,4.0
3931,1.0,4.4
3932,1.0,4.2
3933,1.0,4.1
3934,1.0,4.0
3935,1.0,2.5
3936,1.0,4.5
3937,1.0,3.4
3938,2.4,5.2
3939,3.4,5.6
3940,3.4,4.7
3941,3.4,4.7
3942,3.4,5.2
3943,3.4,4.2
3944,3.4,5.1
3945,3.4,4.6
3946,3.4,5.1
3947,3.4,4.9
3948,3.9,6.2
3949,4.3,5.8
3950,4.3,4.7
3951,5.8,5.3
3952,3.3,4.8
3953,3.8,4.9
3954,3.8,5.4
3955,3.8,5.1
3956,3.8,5.3
3957,3.8,3.9
3958,3.8,5.1
3959,3.8,4.8
3960,3.8,3.4
3961,3.8,3.6
3962,3.8,3.8
3963,3.8,4.5
3964,4.1,4.5
3965,4.1,5.0
3966,4.6,3.2
3967,6.1,4.7
3968,2.2,5.2
3969,2.2,4.6
3970,2.2,3.4
3971,2.2,4.6
3972,2.2,4.8
3973,2.2,2.8
3974,2.2,3.1
3975,2.2,3.7
3976,2.2,4.3
3977,2.2,4.7
3978,2.7,4.6
3979,2.7,4.9
3980,2.7,4.7
3981,2.7,4.3
3982,2.7,5.2
3983,2.7,4.7
3984,2.7,3.1
3985,4.4,5.4
3986,4.9,3.8
3987,5.4,6.9
3988,7.9,6.6
3989,2.6,4.6
3990,3.1,3.3
3991,3.1,5.4
3992,3.1,4.6
3993,3.1,4.5
3994,3.1,2.6
3995,3.1,5.1
3996,3.1,4.2
3997,3.1,4.8
3998,3.1,4.0
3999,3.1,4.6
4000,3.6,4.7
4001,3.6,4.9
4002,6.7,4.9
4003,0.0,2.85
4004,0.0,2.78
4005,2.0,2.71
4006,2.0,2.61
4007,2.0,2.89
4008,2.0,3.01
4009,2.0,2.6
4010,2.0,2.79
4011,2.0,3.08
4012,2.0,3.35
4013,2.0,3.05
4014,2.0,3.19
4015,2.0,2.6
4016,2.0,3.1
4017,2.0,2.7
4018,2.0,2.82
4019,2.0,2.87
4020,2.0,2.56
4021,2.0,2.97
4022,2.0,2.51
4023,2.0,2.75
4024,2.0,3.25
4025,2.0,2.94
4026,2.0,2.76
4027,2.0,2.88
4028,2.0,3.24
4029,2.0,3.06
4030,2.0,2.79
4031,2.0,3.29
4032,2.0,2.9
4033,2.0,2.67
4034,2.0,2.89
4035,2.0,2.98
4036,2.0,2.88
4037,2.0,2.68
4038,2.0,3.09
4039,2.0,2.7
4040,2.0,2.99
4041,2.0,2.52
4042,2.0,2.64
4043,2.0,3.14
4044,2.0,2.94
4045,2.0,2.68
4046,2.0,2.87
4047,2.0,3.15
4048,2.0,3.13
4049,2.0,3.64
4050,2.0,2.6
4051,2.0,3.21
4052,2.0,2.63
4053,2.0,2.91
4054,2.0,3.1
4055,2.0,2.98
4056,2.0,2.86
4057,2.0,2.53
4058,2.0,3.04
4059,2.0,2.6
4060,2.0,2.89
4061,2.0,2.74
4062,2.0,2.96
4063,2.0,2.92
4064,2.0,2.58
4065,2.0,2.84
4066,2.0,2.87
4067,2.0,2.71
4068,2.0,2.75
4069,2.0,3.1
4070,2.0,2.76
4071,2.0,2.79
4072,2.0,2.62
4073,2.0,2.68
4074,2.0,2.52999997
4075,2.0,3.33
4076,2.0,2.83
4077,2.0,2.94
4078,2.0,2.83
4079,2.0,2.6
4080,2.0,2.8
4081,2.0,2.7
4082,2.0,2.81
4083,2.0,2.74
4084,2.0,2.9
4085,2.0,2.94
4086,2.0,3.08
4087,2.0,2.76
4088,2.0,3.31
4089,2.0,2.56
4090,2.0,2.79
4091,2.0,2.55
4092,2.0,3.09
4093,2.0,2.71
4094,2.0,3.05
4095,2.0,2.51
4096,2.0,3.17
4097,2.0,2.61
4098,2.0,2.53
4099,2.0,3.09
4100,2.0,2.7
4101,2.0,2.58
4102,2.0,3.05
4103,2.0,3.25
4104,2.0,3.21
4105,2.0,2.82
4106,2.0,3.43
4107,2.0,2.89
4108,2.0,3.29
4109,2.0,2.84
4110,2.0,2.6
4111,2.0,2.69
4112,2.0,3.21
4113,2.0,2.5
4114,2.0,3.05
4115,2.0,2.99
4116,2.0,3.0
4117,2.0,3.39
4118,2.0,2.52
4119,2.0,2.52
4120,2.0,2.63
4121,2.0,2.7
4122,2.0,2.57
4123,2.0,2.75
4124,2.0,2.94
4125,2.0,2.98
4126,2.0,2.7
4127,2.0,3.07
4128,2.0,2.94
4129,2.0,2.54
4130,2.5,2.67
4131,2.5,2.73
4132,2.5,3.04
4133,2.5,2.92
4134,2.5,2.85
4135,2.5,2.86
4136,2.5,3.0
4137,2.5,2.8
4138,2.5,3.28
4139,2.5,3.27
4140,2.5,3.25
4141,2.5,3.07
4142,2.5,3.52
4143,2.5,3.15
4144,2.5,2.54
4145,2.5,3.04
4146,2.5,2.93
4147,2.5,2.96
4148,2.5,3.04
4149,3.0,2.58
4150,3.0,2.61
4151,3.0,2.92
4152,3.0,3.59
4153,3.0,2.59
4154,3.5,3.96
4155,3.5,3.68
4156,4.5,4.54
4157,7.0,5.02
4158,1.0,2.7
4159,1.0,2.94
4160,1.0,2.52
4161,1.0,2.98
4162,1.0,2.59
4163,1.0,2.88
4164,1.0,2.68
4165,1.0,2.8
4166,1.0,2.57
4167,1.0,2.77
4168,1.0,3.15
4169,1.0,3.2
4170,1.0,3.0
4171,1.0,2.88
4172,1.0,2.67
4173,1.0,2.74
4174,1.0,3.09
4175,1.0,2.7
4176,1.0,2.95
4177,1.0,2.6
4178,1.0,2.62
4179,1.0,2.55
4180,1.0,2.73
4181,1.0,2.75
4182,1.0,2.67
4183,1.0,3.09
4184,1.0,3.11
4185,1.0,2.63
4186,1.0,2.71
4187,1.0,2.65
4188,1.0,3.04
4189,1.0,2.82
4190,1.0,2.84
4191,1.0,2.6
4192,1.0,2.74
4193,1.0,2.68
4194,1.0,2.71
4195,1.0,2.59
4196,1.0,3.25
4197,1.0,2.88
4198,1.0,3.04
4199,1.0,2.93
4200,1.0,2.53
4201,1.0,2.64
4202,1.0,2.67
4203,1.0,3.19
4204,1.0,2.92
4205,1.0,3.92
4206,1.0,3.05
4207,1.0,2.51
4208,1.0,3.72
4209,1.0,2.52
4210,1.0,3.71
4211,1.0,2.55
4212,1.0,2.54
4213,1.0,2.61
4214,1.0,2.88
4215,1.0,2.53
4216,1.0,2.93
4217,1.0,3.27
4218,1.0,2.93
4219,1.0,2.82
4220,1.0,2.87
4221,1.0,2.77
4222,1.0,2.86
4223,1.0,2.94
4224,1.0,2.81
4225,1.0,2.64
4226,1.0,3.01
4227,1.0,2.87
4228,1.0,3.12
4229,1.0,2.9
4230,1.0,2.69000006
4231,1.0,2.69
4232,1.0,3.04
4233,1.0,2.74
4234,1.0,2.6
4235,1.0,2.74
4236,1.0,2.95
4237,1.0,3.14
4238,1.0,3.06
4239,1.0,3.13
4240,1.0,2.87
4241,1.0,3.13
4242,1.0,2.6099999
4243,1.0,2.8
4244,1.0,2.50999999
4245,1.0,2.8
4246,1.0,3.17
4247,1.0,2.52
4248,1.0,2.74
4249,1.0,2.64
4250,1.0,2.68
4251,1.0,2.51
4252,1.0,2.88
4253,1.0,2.63
4254,1.0,2.65
4255,1.0,3.32
4256,1.0,2.62
4257,1.0,2.68
4258,1.0,2.79
4259,1.0,2.61
4260,1.0,3.07
4261,1.0,2.5
4262,1.0,2.73
4263,1.0,2.89
4264,1.0,2.67
4265,1.0,2.54
4266,1.0,2.75
4267,2.4,2.68
4268,2.4,3.34
4269,2.4,2.86
4270,2.9,3.2
4271,2.9,3.29
4272,2.9,3.18
4273,2.9,3.13
4274,2.9,3.37
4275,2.9,3.77
4276,2.9,2.79
4277,2.9,2.82
4278,2.9,3.09
4279,2.9,2.56
4280,3.4,3.43
4281,3.4,3.17
4282,3.4,4.2
4283,3.4,3.5
4284,3.4,3.43
4285,3.4,3.67
4286,3.4,3.35
4287,3.4,3.34
4288,3.4,3.4
4289,3.4,3.87
4290,3.4,2.58
4291,3.4,2.86
4292,3.4,3.51
4293,3.4,3.78
4294,3.4,3.15
4295,3.4,2.97
4296,3.4,3.74
4297,3.4,3.07
4298,3.4,2.58
4299,3.4,2.85
4300,3.4,3.27
4301,3.4,3.6
4302,3.4,2.83
4303,3.4,3.09
4304,3.4,3.74
4305,3.4,3.28
4306,3.4,3.27
4307,3.4,3.15
4308,3.4,2.59
4309,3.4,3.49
4310,3.4,3.12
4311,3.4,3.33
4312,3.4,2.8
4313,3.4,2.84
4314,3.4,3.58
4315,3.4,2.95
4316,3.4,2.82999992
4317,3.4,3.31
4318,3.4,4.01
4319,3.4,3.5
4320,3.4,3.37
4321,3.4,2.71
4322,3.4,2.99
4323,3.4,2.62
4324,3.4,3.09
4325,3.4,2.95
4326,3.4,3.14
4327,3.4,3.84
4328,3.4,3.37
4329,3.9,4.06
4330,3.9,3.65
4331,4.3,3.05
4332,4.3,3.4
4333,4.3,2.79
4334,4.3,4.16
4335,4.3,3.81
4336,4.3,3.67
4337,4.8,4.78
4338,4.8,3.82
4339,5.3,4.1
4340,5.8,6.21
4341,2.8,2.95
4342,2.8,3.48
4343,2.8,3.46
4344,2.8,3.31
4345,3.3,3.64
4346,3.3,3.81
4347,3.3,3.9
4348,3.3,3.26
4349,3.8,3.26
4350,3.8,2.58
4351,3.8,3.35
4352,3.8,3.2
4353,3.8,2.95
4354,3.8,3.64
4355,3.8,2.71
4356,3.8,3.0
4357,3.8,2.81
4358,3.8,2.57
4359,3.8,2.85
4360,3.8,4.55
4361,3.8,3.47
4362,3.8,2.66
4363,3.8,2.94
4364,3.8,3.54
4365,3.8,3.41
4366,3.8,3.51
4367,3.8,3.3
4368,3.8,4.12
4369,3.8,2.75
4370,3.8,3.18
4371,3.8,3.86
4372,3.8,3.19
4373,3.8,2.97
4374,3.8,3.73
4375,3.8,3.51
4376,3.8,3.06
4377,3.8,2.78
4378,3.8,2.72
4379,3.8,3.83
4380,3.8,3.38
4381,3.8,2.64
4382,3.8,3.71
4383,3.8,3.55
4384,3.8,2.81
4385,3.8,3.31
4386,3.8,3.38
4387,3.8,4.67
4388,3.8,4.25
4389,3.8,4.0
4390,3.8,3.75
4391,3.8,3.44
4392,3.8,3.71
4393,4.1,3.89
4394,4.1,3.32
4395,4.1,2.64
4396,4.1,3.16
4397,4.1,2.59
4398,4.1,3.21
4399,4.1,3.64
4400,4.1,3.42
4401,4.1,3.14
4402,4.1,4.87
4403,4.1,2.72
4404,4.1,4.62
4405,4.1,2.89
4406,4.1,3.24
4407,4.1,3.49
4408,4.1,3.83
4409,4.1,3.32
4410,4.1,4.26
4411,4.6,2.57
4412,4.6,4.45
4413,4.6,3.91
4414,4.6,4.16
4415,5.1,3.92
4416,5.6,4.0
4417,7.6,4.67
4418,2.2,2.87
4419,2.2,3.47
4420,2.2,3.0
4421,2.2,2.95
4422,2.2,3.09
4423,2.2,3.42
4424,2.2,2.94
4425,2.2,2.76
4426,2.2,2.95
4427,2.2,2.52
4428,2.2,2.98
4429,2.2,2.56
4430,2.2,2.51999998
4431,2.2,3.13
4432,2.2,3.6
4433,2.2,3.7
4434,2.2,3.42
4435,2.2,2.65
4436,2.2,3.23
4437,2.2,2.9
4438,2.2,3.31
4439,2.2,3.1
4440,2.2,3.37
4441,2.2,2.84
4442,2.2,3.45
4443,2.2,2.55
4444,2.2,3.04
4445,2.2,2.64
4446,2.2,3.11
4447,2.2,2.82
4448,2.2,2.87
4449,2.2,3.03
4450,2.2,3.11
4451,2.2,2.68
4452,2.2,2.52
4453,2.2,3.25
4454,2.2,2.8
4455,2.2,3.07
4456,2.2,3.5
4457,2.2,3.59
4458,2.2,2.77
4459,2.2,2.87
4460,2.2,2.85
4461,2.2,2.65
4462,2.2,2.98
4463,2.2,2.68
4464,2.2,2.5
4465,2.2,2.69
4466,2.2,2.83
4467,2.2,2.66000009
4468,2.2,2.84
4469,2.2,3.3
4470,2.2,3.46
4471,2.2,2.53
4472,2.2,2.92
4473,2.2,3.12
4474,2.2,2.57
4475,2.2,2.71
4476,2.2,2.96
4477,2.2,2.79
4478,2.2,3.22
4479,2.2,2.63
4480,2.2,2.77
4481,2.2,3.4
4482,2.2,3.18
4483,2.2,2.55
4484,2.2,3.01
4485,2.2,2.73
4486,2.2,2.65
4487,2.2,2.56
4488,2.2,2.72
4489,2.2,2.71
4490,2.2,2.84
4491,2.2,2.72
4492,2.2,3.07
4493,2.2,2.58
4494,2.2,2.98
4495,2.2,2.72
4496,2.7,3.5
4497,2.7,3.09
4498,2.7,2.61
4499,2.7,2.65
4500,2.7,2.8
4501,2.7,3.43
4502,2.7,2.94
4503,2.7,2.84
4504,2.7,2.62
4505,2.7,3.51
4506,2.7,2.84
4507,2.7,3.48
4508,2.7,2.96
4509,2.7,3.34
4510,2.7,3.22
4511,2.7,3.09
4512,2.7,3.04
4513,2.7,2.73
4514,2.7,3.06
4515,2.7,3.51
4516,2.7,2.59
4517,2.7,2.59
4518,2.7,2.94
4519,2.7,3.43
4520,2.7,3.06
4521,2.7,2.86
4522,2.7,2.71
4523,2.7,3.17
4524,2.7,2.76
4525,2.7,2.78
4526,2.7,2.5
4527,2.7,2.58
4528,2.7,3.64
4529,2.7,2.87
4530,2.7,3.47
4531,2.7,2.9
4532,2.7,3.55
4533,2.7,3.48
4534,2.7,2.66
4535,2.7,3.0
4536,2.7,3.37
4537,2.7,2.76
4538,2.7,2.73
4539,2.7,3.58
4540,2.7,2.59
4541,2.7,3.7
4542,2.7,2.72
4543,2.7,3.51
4544,2.7,3.23
4545,2.7,2.93
4546,2.7,3.02
4547,2.7,2.61
4548,2.7,2.72
4549,2.7,3.17
4550,2.7,2.85
4551,2.7,2.76
4552,2.7,3.15
4553,2.7,2.94
4554,2.7,3.59
4555,2.7,3.35
4556,2.7,2.6500001
4557,2.7,3.8
4558,2.7,3.36
4559,2.7,2.5
4560,2.7,3.28
4561,2.7,2.73000002
4562,2.7,2.66
4563,2.7,3.06
4564,2.7,3.3
4565,2.7,3.15
4566,2.7,2.5
4567,2.7,3.19
4568,2.7,2.77
4569,3.2,2.65
4570,3.2,3.68
4571,3.7,3.86
4572,3.7,3.08
4573,3.7,3.17
4574,4.4,3.59
4575,4.9,5.17
4576,5.9,4.33
4577,2.1,3.14
4578,2.1,3.16
4579,2.1,3.0
4580,2.1,3.14
4581,2.6,2.55
4582,3.1,3.52
4583,3.1,3.58
4584,3.1,2.86
4585,3.1,3.42
4586,3.1,2.76
4587,3.1,2.86
4588,3.1,3.28
4589,3.1,3.18
4590,3.1,3.34
4591,3.1,3.6
4592,3.1,3.62
4593,3.1,3.26
4594,3.1,2.92
4595,3.1,3.29
4596,3.1,3.33
4597,3.1,2.62
4598,3.1,3.19
4599,3.1,3.36
4600,3.1,3.18
4601,3.1,3.06
4602,3.1,2.55
4603,3.1,3.18
4604,3.1,3.03
4605,3.1,3.54
4606,3.1,3.76
4607,3.1,3.33
4608,3.1,3.33
4609,3.1,4.17
4610,3.1,2.56999993
4611,3.1,2.73
4612,3.1,3.22
4613,3.1,2.68
4614,3.1,2.67
4615,3.1,3.7
4616,3.1,2.98
4617,3.1,2.82
4618,3.1,3.34
4619,3.1,3.33
4620,3.1,3.16
4621,3.1,3.48
4622,3.1,3.06
4623,3.1,3.28
4624,3.1,4.01
4625,3.1,3.22
4626,3.1,3.33
4627,3.1,3.43
4628,3.1,2.75
4629,3.1,2.63
4630,3.1,3.51
4631,3.1,3.59
4632,3.1,3.5
4633,3.1,3.01
4634,3.1,3.56
4635,3.1,3.11
4636,3.1,3.15
4637,3.1,3.28
4638,3.1,2.92
4639,3.1,3.23
4640,3.1,3.67
4641,3.1,2.93
4642,3.1,2.7
4643,3.1,3.44
4644,3.1,2.8
4645,3.1,2.8
4646,3.1,3.32
4647,3.1,3.12
4648,3.1,2.72
4649,3.1,3.01
4650,3.1,3.46
4651,3.1,3.39
4652,3.1,3.44
4653,3.1,2.81
4654,3.1,2.67
4655,3.6,4.01
4656,3.6,3.62
4657,3.6,3.6
4658,3.6,3.05
4659,3.6,3.07
4660,3.6,3.77
4661,3.6,3.51
4662,3.6,2.99
4663,3.6,3.12
4664,3.6,3.48
4665,3.6,3.61
4666,4.2,4.03
4667,4.2,4.63
4668,4.2,4.32
4669,4.2,3.89
4670,4.2,3.35
4671,4.2,3.15
4672,4.2,3.91
4673,4.7,3.58
4674,2.0,2.9
4675,2.0,2.8
4676,2.0,2.9
4677,2.0,2.52
4678,2.0,2.8
4679,2.0,3.3
4680,2.0,2.6
4681,2.0,2.6
4682,2.0,2.6
4683,2.0,2.5
4684,2.0,2.5
4685,2.0,2.5
4686,2.0,2.6
4687,2.0,3.2
4688,3.0,2.7
4689,3.5,3.7
4690,4.0,3.3
4691,4.5,3.1
4692,5.5,3.8
4693,1.0,2.5
4694,1.0,2.5
4695,1.0,2.6
4696,1.0,2.7
4697,3.4,3.5
4698,3.4,2.6
4699,3.4,3.2
4700,3.4,2.66
4701,3.4,2.5
4702,3.4,3.1
4703,3.4,2.7
4704,3.4,2.5
4705,3.4,3.0
4706,3.4,2.5
4707,3.9,2.69
4708,4.3,3.3
4709,4.3,2.5
4710,4.3,2.6
4711,2.8,2.5
4712,3.8,3.0
4713,3.8,2.9
4714,3.8,2.7
4715,3.8,3.0
4716,3.8,2.6
4717,3.8,3.0
4718,3.8,3.2
4719,4.1,2.5
4720,4.1,3.1
4721,4.1,3.0
4722,4.1,3.5
4723,4.1,2.9
4724,4.1,4.0
4725,4.1,2.5
4726,4.1,2.5
4727,4.6,2.9
4728,2.2,2.5
4729,2.2,2.6
4730,2.2,2.8
4731,2.2,2.6
4732,2.2,2.6
4733,2.2,2.5
4734,2.2,2.5
4735,2.2,3.1
4736,2.2,2.9
4737,2.2,2.5
4738,2.7,2.6
4739,2.7,2.5
4740,2.7,2.6
4741,2.7,2.5
4742,2.7,2.8
4743,3.2,2.5
4744,3.7,3.2
4745,3.7,3.6
4746,5.4,4.3
4747,5.4,2.71
4748,3.1,3.0
4749,3.1,2.6
4750,3.1,2.5
4751,3.1,2.7
4752,3.1,2.7
4753,3.1,2.5
4754,3.1,2.8
4755,3.1,3.0
4756,3.6,3.5
4757,4.2,3.7
4758,4.2,2.5
4759,4.2,2.6
4760,0.0,2.91
4761,0.0,2.58
4762,0.0,2.81
4763,0.0,2.59
4764,0.0,2.97
4765,0.0,2.62
4766,0.0,2.84
4767,2.0,3.12
4768,2.0,2.76
4769,2.0,2.57
4770,2.0,2.61
4771,2.0,2.88
4772,2.0,2.61
4773,2.0,2.96
4774,2.0,2.65
4775,2.0,3.1
4776,2.0,2.9
4777,2.0,2.88
4778,2.0,2.84
4779,2.0,2.71
4780,2.0,2.86
4781,2.0,2.85
4782,2.0,2.75
4783,2.0,2.52
4784,2.0,3.0
4785,2.0,2.65
4786,2.0,2.68
4787,2.0,2.68
4788,2.0,2.87
4789,2.0,3.11
4790,2.0,2.7
4791,2.0,3.07
4792,2.0,2.52
4793,2.0,2.72
4794,2.0,2.54
4795,2.0,2.9
4796,2.0,2.7
4797,2.0,2.9
4798,2.0,3.4
4799,2.0,3.2
4800,2.0,2.7
4801,2.0,2.5
4802,2.0,3.6
4803,2.0,2.6
4804,2.0,2.5
4805,2.0,3.4
4806,2.0,3.4
4807,2.0,3.7
4808,2.0,3.1
4809,2.0,3.4
4810,2.0,3.3
4811,2.0,3.1
4812,2.0,2.9
4813,2.0,3.0
4814,2.0,2.5
4815,2.0,2.6
4816,2.0,3.0
4817,2.0,2.8
4818,2.0,2.8
4819,2.0,2.5
4820,2.0,2.9
4821,2.0,3.5
4822,2.0,3.3
4823,2.0,2.5
4824,2.0,3.9
4825,2.0,3.5
4826,2.0,3.1
4827,2.0,3.1
4828,2.0,3.4
4829,2.0,2.93
4830,2.0,3.3
4831,2.0,2.5
4832,2.0,2.55
4833,2.5,3.12
4834,2.5,2.66
4835,2.5,2.81
4836,2.5,3.0
4837,2.5,2.9
4838,3.0,2.95
4839,3.5,3.12
4840,4.0,3.54
4841,4.0,2.85
4842,4.0,3.7
4843,4.5,3.47
4844,5.0,5.03
4845,5.0,4.63
4846,6.5,4.41
4847,1.0,2.56
4848,1.0,2.62
4849,1.0,2.7
4850,1.0,3.41
4851,1.0,2.7
4852,1.0,2.65
4853,1.0,2.57
4854,1.0,2.76
4855,1.0,2.6
4856,1.0,2.9
4857,1.0,2.64
4858,1.0,2.78
4859,1.0,2.67
4860,1.0,2.99
4861,1.0,2.88
4862,1.0,2.53
4863,1.0,2.55
4864,1.0,3.01
4865,1.0,2.57
4866,1.0,2.67
4867,1.0,2.87
4868,1.0,3.02
4869,1.0,2.64
4870,1.0,2.9
4871,1.0,2.66
4872,1.0,2.72
4873,1.0,2.8
4874,1.0,2.6
4875,1.0,2.6
4876,1.0,2.8
4877,1.0,2.6
4878,1.0,2.6
4879,1.0,2.54
4880,1.0,2.5
4881,1.0,2.58
4882,1.0,3.3
4883,1.0,3.2
